dates,RPI,UNRATE,PAYEMS,WPSFD49207,PCEPI,GS5,GS10,BAAFFM
726712,3.28831353576078,5.3,2.76041860566423,6.3324685210123,2.67650787465534,8.17,8.19,0.89
726742,5.71374330804204,5.3,1.18425613153335,6.29922706337247,4.66957196276283,7.97,8.01,0.97
726773,1.13983451620001,5.4,3.04933229804547,2.09241552579229,2.62111338481006,7.81,7.87,1.26
726803,0.903635349759924,5.4,0.926521729207508,7.29485529165785,3.4729472732149,7.75,7.84,1.37
726834,2.94110713566695,5.4,3.99569245731328,22.6421811652603,9.06411756179679,8.12,8.21,1.71
726865,3.59800334031775,5.3,2.5906319235979,-1.01997456204614,5.2671858700343,8.42,8.47,1.9
726893,1.02836895345959,5.2,2.28958573012221,-1.02084225637533,4.51558166485775,8.6,8.59,1.93
726924,7.48787368610309,5.4,0.459581458223113,-1.02171142826073,2.50983989887317,8.77,8.79,2.04
726954,-1.44740446348166,5.4,1.67270269653059,1.02171142826073,2.6955778068583,8.74,8.76,2.23
726985,1.82091311658681,5.2,0.185712010203076,1.02084225637533,5.2970123641483,8.43,8.48,1.93
727015,3.89703917196655,5.5,-0.349599419806879,3.05732649455877,2.96221430247705,8.33,8.47,2.05
727046,-7.71010036806601,5.7,-2.27488219787872,13.159136505509,7.95787714257088,8.44,8.75,2.28
727077,-0.585110810771994,5.9,-1.07331594221023,15.0064481666835,7.3438377286358,8.51,8.89,2.44
727107,-9.96663613298736,5.9,-1.65566419576137,11.8714900604886,6.85241361321154,8.33,8.72,2.63
727138,-0.031002717867068,6.2,-1.67992670895885,6.8711844178619,1.50712882347577,8.02,8.39,2.81
727168,6.01492866848687,6.3,-0.527520843736795,-5.88717452262522,1.1337500552937,7.73,8.08,3.12
727199,-8.05164471579261,6.4,-1.2207808734054,5.88717452262522,4.54282614625292,7.7,8.09,3.54
727230,0.809362193860608,6.6,-3.53737129915288,-7.85600187157733,0.610578752390012,7.47,7.85,3.82
727258,1.70788386031333,6.8,-1.76707746327764,-4.93624719095074,0.258939581769013,7.77,8.11,3.97
727289,4.57384765045887,6.7,-2.3232451549589,0,2.1618131813856,7.7,8.04,4.03
727319,0.147839065806465,6.9,-1.27416187362073,2.96418429847485,4.9739858438862,7.7,8.07,4.08
727350,6.30534659718549,6.9,0.941902229046576,-1.97530908800267,2.02054265619296,7.94,8.28,4.06
727380,-2.70729394241869,6.8,-0.465318111690038,-2.9690736796212,1.88888333580834,7.91,8.27,4.07
727411,2.38721710562046,6.9,0.19944414224895,1.98019846914903,2.78205819895909,7.43,7.9,3.99
727442,3.75652180509363,6.9,0.288027474773145,1.97693619671817,4.12459342678702,7.14,7.65,4.06
727472,1.63310361549662,7,0.232587117062621,3.944128447948,2.25704254504322,6.87,7.53,4.28
727503,2.08976078730458,7,-0.675734948828222,4.91200030919927,2.61576525366358,6.62,7.42,4.64
727533,10.1737398592007,7.3,0.354531356445165,-0.980792862118918,3.00833792931492,6.19,7.09,4.83
727564,5.98973145036368,7.3,0.454090278933705,-2.94719755184367,1.62787918368572,6.24,7.03,5.1
727595,5.96871653748607,7.4,-0.642422020141709,2.94719755184367,3.03281192829274,6.58,7.34,5.17
727624,1.9894074377298,7.4,0.598128093019312,0.980792862118918,2.8992698402714,6.95,7.54,5.27
727655,4.46466874388634,7.4,1.70413705997348,0.979991887867726,3.25108530880733,6.78,7.48,5.48
727685,6.39764897915569,7.6,1.43667592493983,3.91198390464886,1.57746164956372,6.69,7.39,5.31
727716,4.99332499115965,7.8,0.728731551075157,4.87211387915778,2.14774767611097,6.48,7.26,5.29
727746,-0.948123159871983,7.7,0.860658035679052,-0.97284156118711,3.94540467732618,5.84,6.84,5.59
727777,4.64055546467534,7.6,1.4550934641008,0.97284156118711,1.60301628338289,5.6,6.59,5.35
727808,-4.58769732665516,7.6,0.374511210839046,2.91380151258593,1.95633852409145,5.38,6.42,5.4
727838,-5.91702511291601,7.3,1.98076139205838,4.84066812112296,4.23962893419478,5.6,6.59,5.74
727869,2.61858603961613,7.4,1.46146503360427,-0.966572746580496,2.35282052568309,6.04,6.87,5.87
727899,42.9648394862966,7.4,2.4464392955565,0.966572746580496,2.08360975846631,6.08,6.77,5.89
727930,-33.4980154075389,7.3,3.27239599206166,1.93081296684063,2.9250686279493,5.83,6.6,5.65
727961,5.50004033147502,7.1,2.72928364816565,2.89040685709416,1.81137418893051,5.43,6.26,5.36
727989,-3.1326111463855,7,-0.545360356236557,2.88346153957306,2.45768624609646,5.19,5.98,5.08
728020,8.99507920607761,7.1,3.29021042293718,6.70125395268002,3.18748545508996,5.13,5.97,5.18
728050,-0.266041676319873,7.1,2.95566651887853,0,3.70225135403572,5.2,6.04,5.21
728081,-1.47600711068279,7,1.96279588485808,-4.78278831624444,0.418403967454495,5.22,5.96,5.03
728111,3.9093043223339,6.9,3.31103346163744,-0.958849431758679,1.89841765586394,5.09,5.81,4.87
728142,2.59511327276911,6.8,1.63051572590973,-11.5663546053231,2.05178784427886,5.03,5.68,4.57
728173,-2.69867237446206,6.7,2.60853265023115,1.93548429055781,1.25021716465845,4.73,5.36,4.25
728203,-5.0655721559842,6.8,3.0647786854658,0.966572746580496,3.77745680359638,4.71,5.33,4.32
728234,3.08512967405932,6.6,2.69268876644659,1.93081296684063,2.26423314449242,5.06,5.72,4.64
728264,41.0116216149547,6.5,3.53101932007576,0,0.276255019133487,5.15,5.77,4.73
728295,-23.9343946619435,6.6,2.99854763886671,3.85233075629827,0.39700520352568,5.09,5.75,4.6
728326,1.20484015000173,6.6,1.98069049653853,1.92153764036895,2.77536485717214,5.4,5.97,4.51
728354,3.23742465308925,6.5,4.89508383758803,0.959616204676905,3.30138195591907,5.94,6.48,4.79
728385,11.1307846717587,6.4,3.6397650773047,0,1.42435288043394,6.52,6.97,4.96
728415,2.46597480951394,6.1,3.53395975103794,0,1.73097140063661,6.78,7.18,4.61
728446,-1.65409154464271,6.1,3.33451886423717,0.958849431758679,2.94205834776697,6.7,7.1,4.4
728476,2.03895607670503,6.1,3.90128288806082,4.78278831624444,3.76964553829673,6.91,7.3,4.54
728507,1.73454884446471,6,2.99077303122317,4.76380141309392,2.73877568648899,6.88,7.24,4.27
728538,5.22960947077706,5.9,3.66033576148581,-2.85601086817415,1.3415886767973,7.08,7.46,4.25
728568,10.6657208365746,5.8,2.19501155673356,-3.81861897415483,2.0349910193314,7.4,7.74,4.44
728599,-0.263180828332565,5.6,4.26409817236859,5.72338127884215,2.28524744792367,7.72,7.96,4.03
728629,5.69810036728171,5.5,3.06162194056085,4.74872008704246,0.777683881825197,7.78,7.81,3.65
728660,5.57283956970096,5.6,3.46591491918034,2.84023801231861,2.41436883674204,7.76,7.78,3.55
728691,2.71758747489415,5.4,2.01717043356595,2.83353142281619,2.1233276615245,7.37,7.47,2.93
728719,3.04953338234455,5.4,2.15749788430486,1.88531067844906,2.2204161203554,7.05,7.2,2.72
728750,1.40695664522852,5.8,1.66170915875341,2.82242388051692,3.15533483430244,6.86,7.06,2.55
728780,0.947754951193502,5.6,-0.20502481704483,0.939334685928728,1.84236640653133,6.41,6.63,2.19
728811,4.44569802901214,5.6,2.42729508582755,0,1.17094395730426,5.93,6.17,1.9
728841,4.06371175546454,5.7,0.961366418937359,1.87646637141938,1.50382241160507,6.01,6.28,2.19
728872,1.7788312940759,5.7,2.59388903366542,-0.937866401783793,2.58550687667984,6.24,6.49,2.45
728903,4.67206113814385,5.6,2.45595795445439,1.87500038147022,0.816196251700774,6,6.2,2.13
728933,1.79959639002263,5.5,1.58707304847567,2.80701882380612,3.109779385737,5.86,6.04,1.99
728964,3.94538620294043,5.6,1.46312982233781,2.80046801546447,-0.0332170735770632,5.69,5.93,1.88
728994,2.22857769281859,5.6,1.47149006789391,5.58140541087653,2.30640069340957,5.51,5.71,1.89
729025,4.11469674533294,5.6,-0.0405686370683611,3.70656665350388,2.66591343320748,5.36,5.65,1.91
729056,9.99751495997074,5.5,4.2825550082938,0,1.88409029449303,5.38,5.81,2.41
729085,4.23013339937555,5.5,2.56423296805579,7.37896252842027,3.61115773139815,5.97,6.27,2.72
729116,3.17402725080669,5.6,1.66281083582831,3.67253538372729,3.60032327721527,6.3,6.51,2.97
729146,5.2272265277864,5.6,3.29863937786428,0,2.06653414656266,6.48,6.74,3.06
